,Image name,Position,Region type,ID,Area [pixels],Perimeter [pixels],Eccentricity,Orientation [radians],Solidity,Extent,Major Axis Length [pixels],Minor Axis Length [pixels],Equivalent Diameter [pixels],Part_ID,Num_voids,Curvature Mean,Max Void Perimeter,Max Void Area
0,img01.bmp,top_left,part,0,38291,4105.674,0.153,-1.268,0.76,0.743,277.925,274.667,220.802,0,41,0.006381801043711601,114.74,603.0
1,img01.bmp,bottom_left,part,0,37887,4155.306,0.157,-1.304,0.752,0.735,279.026,275.584,219.634,1,42,0.006623966224785595,116.326,633.0
2,img01.bmp,top_right,part,0,37334,4106.076,0.189,1.564,0.752,0.734,277.777,272.791,218.026,2,46,0.006660260477426557,112.326,647.0
3,img01.bmp,bottom_right,part,0,37868,4139.319,0.164,-1.07,0.756,0.738,277.9,274.158,219.579,3,45,0.005039425514103533,114.154,651.0
4,img02.bmp,top_left,part,0,36599,4223.005,0.118,-0.817,0.73,0.713,280.14,278.182,215.869,4,41,0.006398060596338954,117.983,672.0
5,img02.bmp,bottom_left,part,0,36382,4305.088,0.104,-0.787,0.722,0.706,280.715,279.187,215.228,5,42,0.006653597867663249,118.569,687.0
6,img02.bmp,top_right,part,0,36808,4366.544,0.067,-1.19,0.737,0.721,278.233,277.617,216.484,6,47,0.005715392594149881,115.154,674.0
7,img02.bmp,bottom_right,part,0,36903,4180.034,0.127,-0.903,0.738,0.723,279.169,276.892,216.763,7,43,0.005634098418798109,114.083,681.0
8,img03.bmp,top_left,part,0,37697,4124.72,0.123,-1.276,0.753,0.735,277.368,275.259,219.083,8,43,0.005470688598290345,114.326,630.0
9,img03.bmp,bottom_left,part,0,37626,4153.833,0.117,-0.853,0.751,0.733,277.82,275.897,218.876,9,43,0.0063245310576332215,114.326,615.0
10,img03.bmp,top_right,part,0,37046,4269.906,0.158,1.523,0.747,0.729,276.883,273.424,217.183,10,45,0.006896316816206352,112.569,643.0
11,img03.bmp,bottom_right,part,0,37454,4215.355,0.143,-1.155,0.748,0.73,277.739,274.877,218.376,11,46,0.006756159860420383,114.811,671.0
12,img04.bmp,top_left,part,0,36771,4226.898,0.112,-0.684,0.733,0.717,279.623,277.867,216.375,12,44,0.0059720670839875254,115.983,657.0
13,img04.bmp,bottom_left,part,0,36607,4281.74,0.122,-0.506,0.728,0.71,280.759,278.671,215.892,13,42,0.005785642346662244,120.225,679.0
14,img04.bmp,top_right,part,0,36260,4434.485,0.018,-0.648,0.727,0.71,278.375,278.33,214.867,14,47,0.006421411182456978,115.154,689.0
15,img04.bmp,bottom_right,part,0,36630,4325.414,0.136,-0.665,0.73,0.714,279.91,277.296,215.96,15,45,0.00640061664834301,114.912,672.0
16,img05.bmp,top_left,part,0,36185,4343.774,0.088,-0.634,0.719,0.702,280.785,279.703,214.644,16,43,0.006301588381487033,119.397,680.0
17,img05.bmp,bottom_left,part,0,37085,4304.899,0.126,-0.383,0.733,0.717,280.728,278.492,217.297,17,43,0.005925553037952739,117.326,658.0
18,img05.bmp,top_right,part,0,35158,4480.325,0.081,0.884,0.711,0.694,278.735,277.828,211.576,18,47,0.005501550089840597,115.983,716.0
19,img05.bmp,bottom_right,part,0,35716,4384.828,0.144,-0.214,0.718,0.702,280.557,277.621,213.249,19,45,0.00665716841403663,115.154,727.0
20,img06.bmp,top_left,part,0,38289,4023.081,0.145,-1.255,0.757,0.74,279.495,276.524,220.796,20,42,0.0071170913199393865,114.569,642.0
21,img06.bmp,bottom_left,part,0,37927,4085.791,0.117,-1.189,0.748,0.73,279.482,277.569,219.75,21,42,0.006170747746966654,113.983,646.0
22,img06.bmp,top_right,part,0,38753,4065.49,0.169,-1.555,0.769,0.752,278.299,274.295,222.13,22,45,0.005454870270896495,110.912,609.0
23,img06.bmp,bottom_right,part,0,38381,3933.968,0.169,-1.267,0.759,0.742,279.439,275.429,221.062,23,40,0.00542709091481482,110.326,643.0
24,img07.bmp,top_left,part,0,38176,4069.909,0.166,-1.364,0.756,0.738,279.526,275.649,220.47,24,42,0.005781201646851475,112.326,624.0
25,img07.bmp,bottom_left,part,0,36860,4242.076,0.14,-1.212,0.731,0.712,280.642,277.882,216.637,25,43,0.0056204565340068294,119.74,678.0
26,img07.bmp,top_right,part,0,38000,4089.649,0.106,1.447,0.762,0.744,275.692,274.136,219.962,26,46,0.005379263661339951,108.669,628.0
27,img07.bmp,bottom_right,part,0,37702,4029.306,0.135,-1.123,0.752,0.735,278.19,275.65,219.097,27,41,0.005813762115054282,113.397,676.0
28,img08.bmp,top_left,part,0,36573,4170.845,0.117,-0.669,0.736,0.722,278.836,276.906,215.792,28,41,0.005634098418798109,117.397,656.0
29,img08.bmp,bottom_left,part,0,37306,4236.644,0.159,-1.111,0.738,0.721,281.087,277.529,217.944,29,42,0.006632063427736054,118.811,668.0
30,img08.bmp,top_right,part,0,37759,4202.661,0.106,-1.513,0.753,0.736,277.623,276.052,219.263,30,47,0.006156566034027719,111.74,651.0
31,img08.bmp,bottom_right,part,0,37166,4228.946,0.136,-0.76,0.74,0.724,279.791,277.182,217.534,31,45,0.006040399531892938,113.74,673.0
32,img09.bmp,top_left,part,0,37866,4111.365,0.111,-0.751,0.751,0.735,278.515,276.802,219.573,32,42,0.006372332426420641,112.326,616.0
33,img09.bmp,bottom_left,part,0,37948,4244.514,0.123,-1.036,0.747,0.73,280.024,277.904,219.811,33,41,0.005593369996493544,116.326,646.0
34,img09.bmp,top_right,part,0,37195,4164.07,0.083,-1.463,0.746,0.728,276.729,275.768,217.619,34,47,0.006675931284756118,112.912,664.0
35,img09.bmp,bottom_right,part,0,37595,4038.436,0.145,-1.131,0.75,0.733,278.918,275.988,218.786,35,41,0.005972067083987526,110.326,678.0
36,img10.bmp,top_left,part,0,36493,4336.1,0.12,-0.562,0.725,0.708,280.687,278.649,215.556,36,44,0.007538229894786413,118.569,670.0
37,img10.bmp,bottom_left,part,0,36115,4378.568,0.131,-0.348,0.719,0.704,280.931,278.501,214.437,37,41,0.0058002629670811925,121.154,692.0
38,img10.bmp,top_right,part,0,36679,4381.455,0.076,-1.521,0.736,0.718,277.73,276.918,216.104,38,47,0.00504556366941913,117.983,655.0
39,img10.bmp,bottom_right,part,0,36195,4422.846,0.131,-0.625,0.722,0.706,280.771,278.356,214.674,39,47,0.006575874238684859,117.74,721.0
